ID,DateTimeUTC,TapType,StopId,CompanyId,BusID,PAN
58,"02-12-2019 04:40:46",ON,Stop1,c3,Bus20,6011000400000000
59,"02-12-2019 04:41:46",OFF,Stop1,c2,Bus18,5019717010103742
60,"02-12-2019 04:43:46",OFF,Stop3,c1,Bus17,122000000000003
61,"02-12-2019 04:44:31",ON,Stop1,c1,Bus17,122000000000003
62,"02-12-2019 04:54:31",OFF,Stop2,c1,Bus17,122000000000003
63,"02-12-2019 04:59:31",ON,Stop1,c2,Bus18,34343434343434
64,"02-12-2019 05:00:31",OFF,Stop1,c2,Bus18,34343434343434
65,"02-12-2019 05:02:31",ON,Stop1,c3,Bus19,5555555555554444
66,"02-12-2019 05:03:01",ON,Stop1,c1,Bus17,122000000000003
67,"02-12-2019 05:13:01",ON,Stop2,c2,Bus18,5019717010103742
68,"02-12-2019 05:18:01",ON,Stop1,c3,Bus20,6011000400000000
69,"02-12-2019 05:19:01",OFF,Stop1,c2,Bus18,5019717010103742
70,"02-12-2019 05:21:01",OFF,Stop3,c1,Bus17,122000000000003
71,"02-12-2019 05:21:46",ON,Stop1,c1,Bus17,122000000000003
72,"02-12-2019 05:31:46",OFF,Stop2,c1,Bus17,122000000000003
73,"02-12-2019 05:36:46",ON,Stop1,c2,Bus18,34343434343434
74,"02-12-2019 05:37:46",OFF,Stop1,c2,Bus18,34343434343434
75,"02-12-2019 05:39:46",ON,Stop1,c3,Bus19,5555555555554444
76,"02-12-2019 05:40:16",ON,Stop1,c1,Bus17,122000000000003
77,"02-12-2019 05:50:16",ON,Stop2,c2,Bus18,5019717010103742
78,"02-12-2019 05:55:16",ON,Stop1,c3,Bus20,6011000400000000
79,"02-12-2019 05:56:16",OFF,Stop1,c2,Bus18,5019717010103742
80,"02-12-2019 05:58:16",OFF,Stop3,c1,Bus17,122000000000003
81,"02-12-2019 05:59:01",ON,Stop1,c1,Bus17,122000000000003
82,"02-12-2019 06:09:01",OFF,Stop2,c1,Bus17,122000000000003
83,"02-12-2019 06:14:01",ON,Stop1,c2,Bus18,34343434343434
84,"02-12-2019 06:15:01",OFF,Stop1,c2,Bus18,34343434343434
85,"02-12-2019 06:17:01",ON,Stop1,c3,Bus19,5555555555554444
86,"02-12-2019 06:17:31",ON,Stop1,c1,Bus17,122000000000003
87,"02-12-2019 06:27:31",ON,Stop2,c2,Bus18,5019717010103742
88,"02-12-2019 06:32:31",ON,Stop1,c3,Bus20,6011000400000000
89,"02-12-2019 06:33:31",OFF,Stop1,c2,Bus18,5019717010103742
90,"02-12-2019 06:35:31",OFF,Stop3,c1,Bus17,122000000000003
91,"02-12-2019 06:36:16",ON,Stop1,c1,Bus17,122000000000003
92,"02-12-2019 06:46:16",OFF,Stop2,c1,Bus17,122000000000003
93,"02-12-2019 06:51:16",ON,Stop1,c2,Bus18,34343434343434
94,"02-12-2019 06:52:16",OFF,Stop1,c2,Bus18,34343434343434
95,"02-12-2019 06:54:16",ON,Stop1,c3,Bus19,5555555555554444
96,"02-12-2019 06:54:46",ON,Stop1,c1,Bus17,122000000000003
97,"02-12-2019 07:04:46",ON,Stop2,c2,Bus18,5019717010103742
98,"02-12-2019 07:09:46",ON,Stop1,c3,Bus20,6011000400000000
99,"02-12-2019 07:10:46",OFF,Stop1,c2,Bus18,5019717010103742
100,"02-12-2019 07:12:46",OFF,Stop3,c1,Bus17,122000000000003
101,"02-12-2019 07:13:31",ON,Stop1,c1,Bus17,122000000000003
102,"02-12-2019 07:23:31",OFF,Stop2,c1,Bus17,122000000000003
103,"02-12-2019 07:28:31",ON,Stop1,c2,Bus18,34343434343434
104,"02-12-2019 07:29:31",OFF,Stop1,c2,Bus18,34343434343434
105,"02-12-2019 07:31:31",ON,Stop1,c3,Bus19,5555555555554444
106,"02-12-2019 07:32:01",ON,Stop1,c1,Bus17,122000000000003
107,"02-12-2019 07:42:01",ON,Stop2,c2,Bus18,5019717010103742
108,"02-12-2019 07:47:01",ON,Stop1,c3,Bus20,6011000400000000
109,"02-12-2019 07:48:01",OFF,Stop1,c2,Bus18,5019717010103742
110,"02-12-2019 07:50:01",OFF,Stop3,c1,Bus17,122000000000003
111,"02-12-2019 07:50:46",ON,Stop1,c1,Bus17,122000000000003
112,"02-12-2019 08:00:46",OFF,Stop2,c1,Bus17,122000000000003
113,"02-12-2019 08:05:46",ON,Stop1,c2,Bus18,34343434343434
114,"02-12-2019 08:06:46",OFF,Stop1,c2,Bus18,34343434343434
115,"02-12-2019 08:08:46",ON,Stop1,c3,Bus19,5555555555554444
116,"02-12-2019 08:09:16",ON,Stop1,c1,Bus17,122000000000003
117,"02-12-2019 08:19:16",ON,Stop2,c2,Bus18,5019717010103742
118,"02-12-2019 08:24:16",ON,Stop1,c3,Bus20,6011000400000000
119,"02-12-2019 08:25:16",OFF,Stop1,c2,Bus18,5019717010103742
120,"02-12-2019 08:27:16",OFF,Stop3,c1,Bus17,122000000000003
121,"02-12-2019 08:28:01",ON,Stop1,c1,Bus17,122000000000003
122,"02-12-2019 08:38:01",OFF,Stop2,c1,Bus17,122000000000003
123,"02-12-2019 08:43:01",ON,Stop1,c2,Bus18,34343434343434
124,"02-12-2019 08:44:01",OFF,Stop1,c2,Bus18,34343434343434
125,"02-12-2019 08:46:01",ON,Stop1,c3,Bus19,5555555555554444
126,"02-12-2019 08:46:31",ON,Stop1,c1,Bus17,122000000000003
127,"02-12-2019 08:56:31",ON,Stop2,c2,Bus18,5019717010103742
128,"02-12-2019 09:01:31",ON,Stop1,c3,Bus20,6011000400000000
129,"02-12-2019 09:02:31",OFF,Stop1,c2,Bus18,5019717010103742
130,"02-12-2019 09:04:31",OFF,Stop3,c1,Bus17,122000000000003
131,"02-12-2019 09:05:16",ON,Stop1,c1,Bus17,122000000000003
132,"02-12-2019 09:15:16",OFF,Stop2,c1,Bus17,122000000000003
133,"02-12-2019 09:20:16",ON,Stop1,c2,Bus18,34343434343434
134,"02-12-2019 09:21:16",OFF,Stop1,c2,Bus18,34343434343434
135,"02-12-2019 09:23:16",ON,Stop1,c3,Bus19,5555555555554444
136,"02-12-2019 09:23:46",ON,Stop1,c1,Bus17,122000000000003
137,"02-12-2019 09:33:46",ON,Stop2,c2,Bus18,5019717010103742
138,"02-12-2019 09:38:46",ON,Stop1,c3,Bus20,6011000400000000
139,"02-12-2019 09:39:46",OFF,Stop1,c2,Bus18,5019717010103742
140,"02-12-2019 09:41:46",OFF,Stop3,c1,Bus17,122000000000003
141,"02-12-2019 09:42:31",ON,Stop1,c1,Bus17,122000000000003
142,"02-12-2019 09:52:31",OFF,Stop2,c1,Bus17,122000000000003
143,"02-12-2019 09:57:31",ON,Stop1,c2,Bus18,34343434343434
144,"02-12-2019 09:58:31",OFF,Stop1,c2,Bus18,34343434343434
145,"02-12-2019 10:00:31",ON,Stop1,c3,Bus19,5555555555554444
146,"02-12-2019 10:01:01",ON,Stop1,c1,Bus17,122000000000003
147,"02-12-2019 10:11:01",ON,Stop2,c2,Bus18,5019717010103742
148,"02-12-2019 10:16:01",ON,Stop1,c3,Bus20,6011000400000000
149,"02-12-2019 10:17:01",OFF,Stop1,c2,Bus18,5019717010103742
150,"02-12-2019 10:19:01",OFF,Stop3,c1,Bus17,122000000000003
151,"02-12-2019 10:19:46",ON,Stop1,c1,Bus17,122000000000003
152,"02-12-2019 10:29:46",OFF,Stop2,c1,Bus17,122000000000003
153,"02-12-2019 10:34:46",ON,Stop1,c2,Bus18,34343434343434
154,"02-12-2019 10:35:46",OFF,Stop1,c2,Bus18,34343434343434
155,"02-12-2019 10:37:46",ON,Stop1,c3,Bus19,5555555555554444
156,"02-12-2019 10:38:16",ON,Stop1,c1,Bus17,122000000000003
157,"02-12-2019 10:48:16",ON,Stop2,c2,Bus18,5019717010103742
158,"02-12-2019 10:53:16",ON,Stop1,c3,Bus20,6011000400000000
159,"02-12-2019 10:54:16",OFF,Stop1,c2,Bus18,5019717010103742
160,"02-12-2019 10:56:16",OFF,Stop3,c1,Bus17,122000000000003
161,"02-12-2019 10:57:01",ON,Stop1,c1,Bus17,122000000000003
162,"02-12-2019 11:07:01",OFF,Stop2,c1,Bus17,122000000000003
163,"02-12-2019 11:12:01",ON,Stop1,c2,Bus18,34343434343434
164,"02-12-2019 11:13:01",OFF,Stop1,c2,Bus18,34343434343434
165,"02-12-2019 11:15:01",ON,Stop1,c3,Bus19,5555555555554444
166,"02-12-2019 11:15:31",ON,Stop1,c1,Bus17,122000000000003
167,"02-12-2019 11:25:31",ON,Stop2,c2,Bus18,5019717010103742
168,"02-12-2019 11:30:31",ON,Stop1,c3,Bus20,6011000400000000
169,"02-12-2019 11:31:31",OFF,Stop1,c2,Bus18,5019717010103742
170,"02-12-2019 11:33:31",OFF,Stop3,c1,Bus17,122000000000003
171,"02-12-2019 11:34:16",ON,Stop1,c1,Bus17,122000000000003
172,"02-12-2019 11:44:16",OFF,Stop2,c1,Bus17,122000000000003
173,"02-12-2019 11:49:16",ON,Stop1,c2,Bus18,34343434343434
174,"02-12-2019 11:50:16",OFF,Stop1,c2,Bus18,34343434343434
175,"02-12-2019 11:52:16",ON,Stop1,c3,Bus19,5555555555554444
176,"02-12-2019 11:52:46",ON,Stop1,c1,Bus17,122000000000003
177,"02-12-2019 12:02:46",ON,Stop2,c2,Bus18,5019717010103742
178,"02-12-2019 12:07:46",ON,Stop1,c3,Bus20,6011000400000000
179,"02-12-2019 12:08:46",OFF,Stop1,c2,Bus18,5019717010103742
180,"02-12-2019 12:10:46",OFF,Stop3,c1,Bus17,122000000000003
181,"02-12-2019 12:11:31",ON,Stop1,c1,Bus17,122000000000003
182,"02-12-2019 12:21:31",OFF,Stop2,c1,Bus17,122000000000003
183,"02-12-2019 12:26:31",ON,Stop1,c2,Bus18,34343434343434
184,"02-12-2019 12:27:31",OFF,Stop1,c2,Bus18,34343434343434
185,"02-12-2019 12:29:31",ON,Stop1,c3,Bus19,5555555555554444
186,"02-12-2019 12:30:01",ON,Stop1,c1,Bus17,122000000000003
187,"02-12-2019 12:40:01",ON,Stop2,c2,Bus18,5019717010103742
188,"02-12-2019 12:45:01",ON,Stop1,c3,Bus20,6011000400000000
189,"02-12-2019 12:46:01",OFF,Stop1,c2,Bus18,5019717010103742
190,"02-12-2019 12:48:01",OFF,Stop3,c1,Bus17,122000000000003
191,"02-12-2019 12:48:46",ON,Stop1,c1,Bus17,122000000000003
192,"02-12-2019 12:58:46",OFF,Stop2,c1,Bus17,122000000000003
193,"02-12-2019 13:03:46",ON,Stop1,c2,Bus18,34343434343434
194,"02-12-2019 13:04:46",OFF,Stop1,c2,Bus18,34343434343434
195,"02-12-2019 13:06:46",ON,Stop1,c3,Bus19,5555555555554444
196,"02-12-2019 13:07:16",ON,Stop1,c1,Bus17,122000000000003
197,"02-12-2019 13:17:16",ON,Stop2,c2,Bus18,5019717010103742
198,"02-12-2019 13:22:16",ON,Stop1,c3,Bus20,6011000400000000
199,"02-12-2019 13:23:16",OFF,Stop1,c2,Bus18,5019717010103742
200,"02-12-2019 13:25:16",OFF,Stop3,c1,Bus17,122000000000003
201,"02-12-2019 13:26:01",ON,Stop1,c1,Bus17,122000000000003
202,"02-12-2019 13:36:01",OFF,Stop2,c1,Bus17,122000000000003
203,"02-12-2019 13:41:01",ON,Stop1,c2,Bus18,34343434343434
204,"02-12-2019 13:42:01",OFF,Stop1,c2,Bus18,34343434343434
205,"02-12-2019 13:44:01",ON,Stop1,c3,Bus19,5555555555554444
206,"02-12-2019 13:44:31",ON,Stop1,c1,Bus17,122000000000003
207,"02-12-2019 13:54:31",ON,Stop2,c2,Bus18,5019717010103742
208,"02-12-2019 13:59:31",ON,Stop1,c3,Bus20,6011000400000000
209,"02-12-2019 14:00:31",OFF,Stop1,c2,Bus18,5019717010103742
210,"02-12-2019 14:02:31",OFF,Stop3,c1,Bus17,122000000000003
211,"02-12-2019 14:03:16",ON,Stop1,c1,Bus17,122000000000003
212,"02-12-2019 14:13:16",OFF,Stop2,c1,Bus17,122000000000003
213,"02-12-2019 14:18:16",ON,Stop1,c2,Bus18,34343434343434
214,"02-12-2019 14:19:16",OFF,Stop1,c2,Bus18,34343434343434
215,"02-12-2019 14:21:16",ON,Stop1,c3,Bus19,5555555555554444
216,"02-12-2019 14:21:46",ON,Stop1,c1,Bus17,122000000000003
217,"02-12-2019 14:31:46",ON,Stop2,c2,Bus18,5019717010103742
218,"02-12-2019 14:36:46",ON,Stop1,c3,Bus20,6011000400000000
219,"02-12-2019 14:37:46",OFF,Stop1,c2,Bus18,5019717010103742
220,"02-12-2019 14:39:46",OFF,Stop3,c1,Bus17,122000000000003
221,"02-12-2019 14:40:31",ON,Stop1,c1,Bus17,122000000000003
222,"02-12-2019 14:50:31",OFF,Stop2,c1,Bus17,122000000000003
223,"02-12-2019 14:55:31",ON,Stop1,c2,Bus18,34343434343434
224,"02-12-2019 14:56:31",OFF,Stop1,c2,Bus18,34343434343434
225,"02-12-2019 14:58:31",ON,Stop1,c3,Bus19,5555555555554444
226,"02-12-2019 14:59:01",ON,Stop1,c1,Bus17,122000000000003
227,"02-12-2019 15:09:01",ON,Stop2,c2,Bus18,5019717010103742
228,"02-12-2019 15:14:01",ON,Stop1,c3,Bus20,6011000400000000
229,"02-12-2019 15:15:01",OFF,Stop1,c2,Bus18,5019717010103742
230,"02-12-2019 15:17:01",OFF,Stop3,c1,Bus17,122000000000003
231,"02-12-2019 15:17:46",ON,Stop1,c1,Bus17,122000000000003
232,"02-12-2019 15:27:46",OFF,Stop2,c1,Bus17,122000000000003
233,"02-12-2019 15:32:46",ON,Stop1,c2,Bus18,34343434343434
234,"02-12-2019 15:33:46",OFF,Stop1,c2,Bus18,34343434343434
235,"02-12-2019 15:35:46",ON,Stop1,c3,Bus19,5555555555554444
236,"02-12-2019 15:36:16",ON,Stop1,c1,Bus17,122000000000003
237,"02-12-2019 15:46:16",ON,Stop2,c2,Bus18,5019717010103742
238,"02-12-2019 15:51:16",ON,Stop1,c3,Bus20,6011000400000000
239,"02-12-2019 15:52:16",OFF,Stop1,c2,Bus18,5019717010103742
240,"02-12-2019 15:54:16",OFF,Stop3,c1,Bus17,122000000000003
241,"02-12-2019 15:55:01",ON,Stop1,c1,Bus17,122000000000003
242,"02-12-2019 16:05:01",OFF,Stop2,c1,Bus17,122000000000003
243,"02-12-2019 16:10:01",ON,Stop1,c2,Bus18,34343434343434
244,"02-12-2019 16:11:01",OFF,Stop1,c2,Bus18,34343434343434
245,"02-12-2019 16:13:01",ON,Stop1,c3,Bus19,5555555555554444
246,"02-12-2019 16:13:31",ON,Stop1,c1,Bus17,122000000000003
247,"02-12-2019 16:23:31",ON,Stop2,c2,Bus18,5019717010103742
248,"02-12-2019 16:28:31",ON,Stop1,c3,Bus20,6011000400000000
249,"02-12-2019 16:29:31",OFF,Stop1,c2,Bus18,5019717010103742
250,"02-12-2019 16:31:31",OFF,Stop3,c1,Bus17,122000000000003
251,"02-12-2019 16:32:16",ON,Stop1,c1,Bus17,122000000000003
252,"02-12-2019 16:42:16",OFF,Stop2,c1,Bus17,122000000000003
253,"02-12-2019 16:47:16",ON,Stop1,c2,Bus18,34343434343434
254,"02-12-2019 16:48:16",OFF,Stop1,c2,Bus18,34343434343434
255,"02-12-2019 16:50:16",ON,Stop1,c3,Bus19,5555555555554444
256,"02-12-2019 16:50:46",ON,Stop1,c1,Bus17,122000000000003
257,"02-12-2019 17:00:46",ON,Stop2,c2,Bus18,5019717010103742
258,"02-12-2019 17:05:46",ON,Stop1,c3,Bus20,6011000400000000
259,"02-12-2019 17:06:46",OFF,Stop1,c2,Bus18,5019717010103742
260,"02-12-2019 17:08:46",OFF,Stop3,c1,Bus17,122000000000003
261,"02-12-2019 17:09:31",ON,Stop1,c1,Bus17,122000000000003
262,"02-12-2019 17:19:31",OFF,Stop2,c1,Bus17,122000000000003
263,"02-12-2019 17:24:31",ON,Stop1,c2,Bus18,34343434343434
264,"02-12-2019 17:25:31",OFF,Stop1,c2,Bus18,34343434343434
265,"02-12-2019 17:27:31",ON,Stop1,c3,Bus19,5555555555554444
266,"02-12-2019 17:28:01",ON,Stop1,c1,Bus17,122000000000003
267,"02-12-2019 17:38:01",ON,Stop2,c2,Bus18,5019717010103742
268,"02-12-2019 17:43:01",ON,Stop1,c3,Bus20,6011000400000000
269,"02-12-2019 17:44:01",OFF,Stop1,c2,Bus18,5019717010103742
270,"02-12-2019 17:46:01",OFF,Stop3,c1,Bus17,122000000000003
271,"02-12-2019 17:46:46",ON,Stop1,c1,Bus17,122000000000003
272,"02-12-2019 17:56:46",OFF,Stop2,c1,Bus17,122000000000003
273,"02-12-2019 18:01:46",ON,Stop1,c2,Bus18,34343434343434
274,"02-12-2019 18:02:46",OFF,Stop1,c2,Bus18,34343434343434
275,"02-12-2019 18:04:46",ON,Stop1,c3,Bus19,5555555555554444
276,"02-12-2019 18:05:16",ON,Stop1,c1,Bus17,122000000000003
277,"02-12-2019 18:15:16",ON,Stop2,c2,Bus18,5019717010103742
278,"02-12-2019 18:20:16",ON,Stop1,c3,Bus20,6011000400000000
279,"02-12-2019 18:21:16",OFF,Stop1,c2,Bus18,5019717010103742
280,"02-12-2019 18:23:16",OFF,Stop3,c1,Bus17,122000000000003
281,"02-12-2019 18:24:01",ON,Stop1,c1,Bus17,122000000000003
282,"02-12-2019 18:34:01",OFF,Stop2,c1,Bus17,122000000000003
283,"02-12-2019 18:39:01",ON,Stop1,c2,Bus18,34343434343434
284,"02-12-2019 18:40:01",OFF,Stop1,c2,Bus18,34343434343434
285,"02-12-2019 18:42:01",ON,Stop1,c3,Bus19,5555555555554444
286,"02-12-2019 18:42:31",ON,Stop1,c1,Bus17,122000000000003
287,"02-12-2019 18:52:31",ON,Stop2,c2,Bus18,5019717010103742
288,"02-12-2019 18:57:31",ON,Stop1,c3,Bus20,6011000400000000
289,"02-12-2019 18:58:31",OFF,Stop1,c2,Bus18,5019717010103742
290,"02-12-2019 19:00:31",OFF,Stop3,c1,Bus17,122000000000003
291,"02-12-2019 19:01:16",ON,Stop1,c1,Bus17,122000000000003
292,"02-12-2019 19:11:16",OFF,Stop2,c1,Bus17,122000000000003
293,"02-12-2019 19:16:16",ON,Stop1,c2,Bus18,34343434343434
294,"02-12-2019 19:17:16",OFF,Stop1,c2,Bus18,34343434343434
295,"02-12-2019 19:19:16",ON,Stop1,c3,Bus19,5555555555554444
296,"02-12-2019 19:19:46",ON,Stop1,c1,Bus17,122000000000003
297,"02-12-2019 19:29:46",ON,Stop2,c2,Bus18,5019717010103742
298,"02-12-2019 19:34:46",ON,Stop1,c3,Bus20,6011000400000000
299,"02-12-2019 19:35:46",OFF,Stop1,c2,Bus18,5019717010103742
300,"02-12-2019 19:37:46",OFF,Stop3,c1,Bus17,122000000000003
301,"02-12-2019 19:38:31",ON,Stop1,c1,Bus17,122000000000003
302,"02-12-2019 19:48:31",OFF,Stop2,c1,Bus17,122000000000003
303,"02-12-2019 19:53:31",ON,Stop1,c2,Bus18,34343434343434
304,"02-12-2019 19:54:31",OFF,Stop1,c2,Bus18,34343434343434
305,"02-12-2019 19:56:31",ON,Stop1,c3,Bus19,5555555555554444
306,"02-12-2019 19:57:01",ON,Stop1,c1,Bus17,122000000000003
307,"02-12-2019 20:07:01",ON,Stop2,c2,Bus18,5019717010103742
308,"02-12-2019 20:12:01",ON,Stop1,c3,Bus20,6011000400000000
309,"02-12-2019 20:13:01",OFF,Stop1,c2,Bus18,5019717010103742
310,"02-12-2019 20:15:01",OFF,Stop3,c1,Bus17,122000000000003
311,"02-12-2019 20:15:46",ON,Stop1,c1,Bus17,122000000000003
312,"02-12-2019 20:25:46",OFF,Stop2,c1,Bus17,122000000000003
313,"02-12-2019 20:30:46",ON,Stop1,c2,Bus18,34343434343434
314,"02-12-2019 20:31:46",OFF,Stop1,c2,Bus18,34343434343434
315,"02-12-2019 20:33:46",ON,Stop1,c3,Bus19,5555555555554444
316,"02-12-2019 20:34:16",ON,Stop1,c1,Bus17,122000000000003
317,"02-12-2019 20:44:16",ON,Stop2,c2,Bus18,5019717010103742
318,"02-12-2019 20:49:16",ON,Stop1,c3,Bus20,6011000400000000
319,"02-12-2019 20:50:16",OFF,Stop1,c2,Bus18,5019717010103742
320,"02-12-2019 20:52:16",OFF,Stop3,c1,Bus17,122000000000003
321,"02-12-2019 20:53:01",ON,Stop1,c1,Bus17,122000000000003
322,"02-12-2019 21:03:01",OFF,Stop2,c1,Bus17,122000000000003
323,"02-12-2019 21:08:01",ON,Stop1,c2,Bus18,34343434343434
324,"02-12-2019 21:09:01",OFF,Stop1,c2,Bus18,34343434343434
325,"02-12-2019 21:11:01",ON,Stop1,c3,Bus19,5555555555554444
326,"02-12-2019 21:11:31",ON,Stop1,c1,Bus17,122000000000003
327,"02-12-2019 21:21:31",ON,Stop2,c2,Bus18,5019717010103742
328,"02-12-2019 21:26:31",ON,Stop1,c3,Bus20,6011000400000000
329,"02-12-2019 21:27:31",OFF,Stop1,c2,Bus18,5019717010103742
330,"02-12-2019 21:29:31",OFF,Stop3,c1,Bus17,122000000000003
331,"02-12-2019 21:30:16",ON,Stop1,c1,Bus17,122000000000003
332,"02-12-2019 21:40:16",OFF,Stop2,c1,Bus17,122000000000003
333,"02-12-2019 21:45:16",ON,Stop1,c2,Bus18,34343434343434
334,"02-12-2019 21:46:16",OFF,Stop1,c2,Bus18,34343434343434
335,"02-12-2019 21:48:16",ON,Stop1,c3,Bus19,5555555555554444
336,"02-12-2019 21:48:46",ON,Stop1,c1,Bus17,122000000000003
337,"02-12-2019 21:58:46",ON,Stop2,c2,Bus18,5019717010103742
338,"02-12-2019 22:03:46",ON,Stop1,c3,Bus20,6011000400000000
339,"02-12-2019 22:04:46",OFF,Stop1,c2,Bus18,5019717010103742
340,"02-12-2019 22:06:46",OFF,Stop3,c1,Bus17,122000000000003
341,"02-12-2019 22:07:31",ON,Stop1,c1,Bus17,122000000000003
342,"02-12-2019 22:17:31",OFF,Stop2,c1,Bus17,122000000000003
343,"02-12-2019 22:22:31",ON,Stop1,c2,Bus18,34343434343434
344,"02-12-2019 22:23:31",OFF,Stop1,c2,Bus18,34343434343434
345,"02-12-2019 22:25:31",ON,Stop1,c3,Bus19,5555555555554444
346,"02-12-2019 22:26:01",ON,Stop1,c1,Bus17,122000000000003
347,"02-12-2019 22:36:01",ON,Stop2,c2,Bus18,5019717010103742
348,"02-12-2019 22:41:01",ON,Stop1,c3,Bus20,6011000400000000
349,"02-12-2019 22:42:01",OFF,Stop1,c2,Bus18,5019717010103742
350,"02-12-2019 22:44:01",OFF,Stop3,c1,Bus17,122000000000003
351,"02-12-2019 22:44:46",ON,Stop1,c1,Bus17,122000000000003
352,"02-12-2019 22:54:46",OFF,Stop2,c1,Bus17,122000000000003
353,"02-12-2019 22:59:46",ON,Stop1,c2,Bus18,34343434343434
354,"02-12-2019 23:00:46",OFF,Stop1,c2,Bus18,34343434343434
355,"02-12-2019 23:02:46",ON,Stop1,c3,Bus19,5555555555554444
356,"02-12-2019 23:03:16",ON,Stop1,c1,Bus17,122000000000003
357,"02-12-2019 23:13:16",ON,Stop2,c2,Bus18,5019717010103742
358,"02-12-2019 23:18:16",ON,Stop1,c3,Bus20,6011000400000000
359,"02-12-2019 23:19:16",OFF,Stop1,c2,Bus18,5019717010103742
